patent_id,title,filing_year,grant_year,country,assignee,technology_field,citations,inventor_count,patent_status,patent_family_size
PT005866,Innovative Telecommunications System 5866,2020,2023,China,SmartComm Technologies,Nanotechnology,52,5,Active,2
PT005867,Innovative Telecommunications System 5867,2019,2020,Germany,GreenFuture Labs,Pharmaceuticals,64,5,Pending,14
PT005868,Innovative Electric Vehicles System 5868,2011,2015,France,BioHealth Inc,Telecommunications,232,3,Pending,6
PT005869,Innovative Artificial Intelligence System 5869,2025,2028,South Korea,TechNova Corp,Pharmaceuticals,40,8,Pending,12
PT005870,Innovative Semiconductors System 5870,2024,2025,UK,Quantum Circuits Ltd,Electric Vehicles,110,7,Active,1
PT005871,Innovative Nanotechnology System 5871,2024,2028,Switzerland,SmartComm Technologies,Pharmaceuticals,19,1,Pending,1
PT005872,Innovative Biotechnology System 5872,2022,2025,Switzerland,Quantum Circuits Ltd,Artificial Intelligence,124,3,Active,5
PT005873,Innovative Pharmaceuticals System 5873,2023,2024,USA,Quantum Circuits Ltd,Biotechnology,182,2,Expired,1
PT005874,Innovative Renewable Energy System 5874,2014,2016,USA,FutureDrive Motors,Renewable Energy,210,6,Active,13
PT005875,Innovative Artificial Intelligence System 5875,2016,2017,Germany,FutureDrive Motors,Pharmaceuticals,11,2,Pending,2
PT005876,Innovative Telecommunications System 5876,2019,2023,India,BioHealth Inc,Nanotechnology,146,1,Pending,6
PT005877,Innovative Renewable Energy System 5877,2021,2024,Japan,SmartComm Technologies,Quantum Computing,48,1,Expired,10
PT005878,Innovative Electric Vehicles System 5878,2025,2028,South Korea,Global Energy Systems,Robotics,237,5,Expired,3
PT005879,Innovative Semiconductors System 5879,2022,2024,Japan,NextGen Robotics,Quantum Computing,139,5,Pending,14
PT005880,Innovative Biotechnology System 5880,2023,2026,Switzerland,TechNova Corp,Semiconductors,182,5,Pending,4
PT005881,Innovative Telecommunications System 5881,2011,2013,China,NextGen Robotics,Artificial Intelligence,30,7,Active,7
PT005882,Innovative Nanotechnology System 5882,2018,2021,USA,NextGen Robotics,Pharmaceuticals,163,4,Expired,15
PT005883,Innovative Electric Vehicles System 5883,2013,2017,Japan,NextGen Robotics,Telecommunications,183,4,Pending,11
PT005884,Innovative Biotechnology System 5884,2011,2015,Canada,MedGenome Labs,Renewable Energy,212,2,Pending,14
PT005885,Innovative Robotics System 5885,2015,2016,USA,InnovateX,Semiconductors,145,3,Active,2
PT005886,Innovative Quantum Computing System 5886,2022,2026,China,AI Dynamics,Biotechnology,169,1,Pending,13
PT005887,Innovative Semiconductors System 5887,2011,2013,Canada,NanoWorks,Semiconductors,227,7,Pending,11
PT005888,Innovative Renewable Energy System 5888,2025,2026,UK,SmartComm Technologies,Nanotechnology,225,6,Active,13
PT005889,Innovative Telecommunications System 5889,2021,2025,South Korea,AI Dynamics,Biotechnology,231,2,Pending,11
PT005890,Innovative Telecommunications System 5890,2016,2019,India,MedGenome Labs,Renewable Energy,133,7,Active,10
PT005891,Innovative Telecommunications System 5891,2022,2024,USA,AI Dynamics,Renewable Energy,59,5,Pending,3
PT005892,Innovative Biotechnology System 5892,2011,2013,India,AI Dynamics,Pharmaceuticals,159,2,Expired,6
PT005893,Innovative Nanotechnology System 5893,2010,2011,USA,AI Dynamics,Semiconductors,159,6,Expired,3
PT005894,Innovative Nanotechnology System 5894,2022,2024,UK,NextGen Robotics,Nanotechnology,243,2,Active,7
PT005895,Innovative Semiconductors System 5895,2025,2027,Japan,NanoWorks,Renewable Energy,113,7,Expired,14
PT005896,Innovative Quantum Computing System 5896,2016,2019,USA,BioHealth Inc,Telecommunications,147,7,Expired,9
PT005897,Innovative Quantum Computing System 5897,2015,2017,UK,NanoWorks,Pharmaceuticals,185,6,Pending,3
PT005898,Innovative Artificial Intelligence System 5898,2010,2011,China,AI Dynamics,Pharmaceuticals,173,5,Expired,13
PT005899,Innovative Electric Vehicles System 5899,2019,2022,Switzerland,BioHealth Inc,Artificial Intelligence,114,5,Active,6
PT005900,Innovative Artificial Intelligence System 5900,2013,2017,Japan,AI Dynamics,Renewable Energy,43,2,Pending,11
PT005901,Innovative Pharmaceuticals System 5901,2024,2028,Switzerland,FutureDrive Motors,Artificial Intelligence,34,6,Expired,12
PT005902,Innovative Artificial Intelligence System 5902,2017,2018,Japan,BioHealth Inc,Artificial Intelligence,176,5,Active,12
PT005903,Innovative Electric Vehicles System 5903,2011,2013,Germany,NanoWorks,Biotechnology,14,3,Pending,8
PT005904,Innovative Electric Vehicles System 5904,2015,2018,UK,Global Energy Systems,Biotechnology,39,7,Active,8
PT005905,Innovative Electric Vehicles System 5905,2011,2012,Switzerland,InnovateX,Semiconductors,53,1,Active,3
PT005906,Innovative Electric Vehicles System 5906,2021,2022,France,InnovateX,Robotics,213,3,Active,15
PT005907,Innovative Telecommunications System 5907,2015,2019,France,BioHealth Inc,Biotechnology,218,4,Active,5
PT005908,Innovative Quantum Computing System 5908,2021,2024,Germany,AI Dynamics,Nanotechnology,242,6,Expired,15
PT005909,Innovative Renewable Energy System 5909,2021,2025,China,FutureDrive Motors,Renewable Energy,153,6,Pending,1
PT005910,Innovative Biotechnology System 5910,2019,2022,South Korea,SmartComm Technologies,Pharmaceuticals,235,4,Expired,7
PT005911,Innovative Quantum Computing System 5911,2016,2020,Germany,Global Energy Systems,Robotics,239,5,Pending,6
PT005912,Innovative Electric Vehicles System 5912,2023,2026,France,InnovateX,Nanotechnology,91,6,Pending,8
PT005913,Innovative Pharmaceuticals System 5913,2025,2026,China,NanoWorks,Robotics,220,6,Active,7
PT005914,Innovative Telecommunications System 5914,2024,2028,UK,GreenFuture Labs,Biotechnology,95,1,Expired,10
PT005915,Innovative Robotics System 5915,2014,2017,Canada,SmartComm Technologies,Artificial Intelligence,79,3,Expired,5
PT005916,Innovative Nanotechnology System 5916,2022,2026,UK,TechNova Corp,Quantum Computing,12,5,Pending,7
PT005917,Innovative Robotics System 5917,2023,2024,Japan,NanoWorks,Renewable Energy,129,6,Active,12
PT005918,Innovative Robotics System 5918,2019,2020,Germany,SmartComm Technologies,Pharmaceuticals,0,3,Active,11
PT005919,Innovative Pharmaceuticals System 5919,2015,2017,Germany,GreenFuture Labs,Renewable Energy,196,4,Pending,1
PT005920,Innovative Telecommunications System 5920,2015,2018,France,BioHealth Inc,Electric Vehicles,96,4,Expired,12
PT005921,Innovative Quantum Computing System 5921,2013,2016,India,Quantum Circuits Ltd,Nanotechnology,218,8,Pending,2
PT005922,Innovative Renewable Energy System 5922,2020,2021,Switzerland,Global Energy Systems,Telecommunications,94,4,Pending,9
PT005923,Innovative Semiconductors System 5923,2020,2022,UK,NanoWorks,Telecommunications,146,2,Expired,10
PT005924,Innovative Pharmaceuticals System 5924,2021,2023,Switzerland,MedGenome Labs,Pharmaceuticals,36,3,Pending,12
PT005925,Innovative Biotechnology System 5925,2025,2028,Germany,TechNova Corp,Nanotechnology,177,1,Active,9
PT005926,Innovative Telecommunications System 5926,2012,2016,Switzerland,SmartComm Technologies,Semiconductors,196,2,Active,2
PT005927,Innovative Semiconductors System 5927,2019,2023,Japan,InnovateX,Artificial Intelligence,144,2,Active,6
PT005928,Innovative Pharmaceuticals System 5928,2010,2013,Switzerland,InnovateX,Biotechnology,158,8,Pending,5
PT005929,Innovative Pharmaceuticals System 5929,2011,2012,Switzerland,SmartComm Technologies,Pharmaceuticals,198,4,Expired,15
PT005930,Innovative Nanotechnology System 5930,2019,2022,South Korea,BioHealth Inc,Biotechnology,4,5,Active,1
PT005931,Innovative Quantum Computing System 5931,2019,2020,Germany,NanoWorks,Robotics,82,5,Pending,1
PT005932,Innovative Renewable Energy System 5932,2024,2028,UK,Global Energy Systems,Artificial Intelligence,180,6,Expired,2
PT005933,Innovative Nanotechnology System 5933,2020,2021,USA,FutureDrive Motors,Semiconductors,117,6,Expired,13
PT005934,Innovative Electric Vehicles System 5934,2024,2025,Switzerland,InnovateX,Artificial Intelligence,219,7,Active,15
PT005935,Innovative Biotechnology System 5935,2023,2026,Japan,Global Energy Systems,Biotechnology,43,5,Pending,4
PT005936,Innovative Pharmaceuticals System 5936,2022,2025,Switzerland,Global Energy Systems,Quantum Computing,248,3,Expired,8
PT005937,Innovative Nanotechnology System 5937,2011,2015,Switzerland,BioHealth Inc,Renewable Energy,106,2,Expired,7
PT005938,Innovative Robotics System 5938,2018,2019,USA,NanoWorks,Renewable Energy,127,7,Active,1
PT005939,Innovative Semiconductors System 5939,2010,2012,UK,GreenFuture Labs,Renewable Energy,6,5,Expired,10
PT005940,Innovative Pharmaceuticals System 5940,2022,2023,India,NextGen Robotics,Telecommunications,153,5,Active,9
PT005941,Innovative Semiconductors System 5941,2021,2025,Japan,SmartComm Technologies,Pharmaceuticals,145,5,Pending,12
PT005942,Innovative Quantum Computing System 5942,2012,2014,India,MedGenome Labs,Quantum Computing,127,1,Active,9
PT005943,Innovative Biotechnology System 5943,2012,2013,Japan,NextGen Robotics,Electric Vehicles,156,6,Pending,15
PT005944,Innovative Semiconductors System 5944,2015,2017,China,Quantum Circuits Ltd,Semiconductors,42,5,Active,11
PT005945,Innovative Electric Vehicles System 5945,2024,2025,China,BioHealth Inc,Electric Vehicles,128,8,Pending,7
PT005946,Innovative Quantum Computing System 5946,2017,2019,India,FutureDrive Motors,Artificial Intelligence,215,2,Active,11
PT005947,Innovative Artificial Intelligence System 5947,2015,2017,Canada,BioHealth Inc,Renewable Energy,225,1,Expired,5
PT005948,Innovative Pharmaceuticals System 5948,2019,2021,China,FutureDrive Motors,Electric Vehicles,131,2,Expired,15
PT005949,Innovative Electric Vehicles System 5949,2018,2021,China,TechNova Corp,Telecommunications,248,3,Pending,14
PT005950,Innovative Artificial Intelligence System 5950,2020,2021,Germany,NanoWorks,Telecommunications,42,3,Expired,13
PT005951,Innovative Artificial Intelligence System 5951,2013,2017,China,NanoWorks,Semiconductors,218,2,Active,8
PT005952,Innovative Semiconductors System 5952,2025,2028,South Korea,TechNova Corp,Semiconductors,227,1,Expired,12
PT005953,Innovative Pharmaceuticals System 5953,2025,2027,China,SmartComm Technologies,Semiconductors,57,4,Expired,9
PT005954,Innovative Robotics System 5954,2013,2015,Canada,BioHealth Inc,Renewable Energy,12,2,Pending,15
PT005955,Innovative Nanotechnology System 5955,2020,2022,India,FutureDrive Motors,Robotics,141,6,Expired,7
PT005956,Innovative Biotechnology System 5956,2015,2016,France,SmartComm Technologies,Artificial Intelligence,162,1,Expired,3
PT005957,Innovative Biotechnology System 5957,2011,2013,Germany,Quantum Circuits Ltd,Artificial Intelligence,117,7,Expired,5
PT005958,Innovative Robotics System 5958,2020,2022,Germany,FutureDrive Motors,Renewable Energy,29,4,Pending,6
PT005959,Innovative Biotechnology System 5959,2011,2012,Japan,Quantum Circuits Ltd,Telecommunications,236,7,Pending,15
PT005960,Innovative Nanotechnology System 5960,2020,2021,Germany,FutureDrive Motors,Biotechnology,215,5,Pending,10
PT005961,Innovative Telecommunications System 5961,2018,2021,Switzerland,Quantum Circuits Ltd,Nanotechnology,112,3,Expired,5
PT005962,Innovative Artificial Intelligence System 5962,2024,2026,South Korea,SmartComm Technologies,Telecommunications,201,5,Active,11
PT005963,Innovative Pharmaceuticals System 5963,2013,2017,France,NextGen Robotics,Nanotechnology,65,1,Expired,14
PT005964,Innovative Biotechnology System 5964,2022,2025,South Korea,Quantum Circuits Ltd,Telecommunications,78,7,Pending,13
PT005965,Innovative Telecommunications System 5965,2021,2025,Canada,GreenFuture Labs,Telecommunications,189,6,Active,6
PT005966,Innovative Telecommunications System 5966,2014,2018,France,Global Energy Systems,Artificial Intelligence,226,4,Active,5
PT005967,Innovative Electric Vehicles System 5967,2017,2018,Canada,Quantum Circuits Ltd,Renewable Energy,19,4,Pending,2
PT005968,Innovative Nanotechnology System 5968,2017,2021,Switzerland,SmartComm Technologies,Pharmaceuticals,66,4,Pending,4
PT005969,Innovative Electric Vehicles System 5969,2025,2029,Germany,MedGenome Labs,Electric Vehicles,188,2,Expired,5
PT005970,Innovative Telecommunications System 5970,2014,2016,China,BioHealth Inc,Pharmaceuticals,248,1,Pending,4
PT005971,Innovative Biotechnology System 5971,2016,2019,Germany,Quantum Circuits Ltd,Electric Vehicles,35,3,Active,14
PT005972,Innovative Artificial Intelligence System 5972,2024,2026,India,Quantum Circuits Ltd,Biotechnology,153,8,Expired,4
PT005973,Innovative Artificial Intelligence System 5973,2025,2026,France,NextGen Robotics,Renewable Energy,60,8,Expired,4
PT005974,Innovative Renewable Energy System 5974,2017,2020,China,TechNova Corp,Quantum Computing,87,4,Pending,8
PT005975,Innovative Quantum Computing System 5975,2021,2024,Germany,InnovateX,Semiconductors,40,2,Pending,10
PT005976,Innovative Biotechnology System 5976,2018,2021,USA,NanoWorks,Quantum Computing,88,2,Pending,2
PT005977,Innovative Renewable Energy System 5977,2013,2016,Canada,GreenFuture Labs,Electric Vehicles,209,4,Expired,3
PT005978,Innovative Telecommunications System 5978,2010,2014,Japan,NextGen Robotics,Nanotechnology,190,6,Expired,4
PT005979,Innovative Semiconductors System 5979,2019,2021,South Korea,FutureDrive Motors,Electric Vehicles,182,2,Pending,8
PT005980,Innovative Telecommunications System 5980,2014,2015,USA,FutureDrive Motors,Semiconductors,47,5,Active,5
PT005981,Innovative Artificial Intelligence System 5981,2016,2017,Switzerland,AI Dynamics,Biotechnology,174,8,Active,2
PT005982,Innovative Semiconductors System 5982,2022,2024,Germany,Quantum Circuits Ltd,Semiconductors,0,8,Active,5
PT005983,Innovative Quantum Computing System 5983,2018,2022,Japan,FutureDrive Motors,Artificial Intelligence,236,8,Active,15
PT005984,Innovative Renewable Energy System 5984,2014,2015,UK,SmartComm Technologies,Nanotechnology,207,7,Pending,2
PT005985,Innovative Telecommunications System 5985,2011,2013,China,FutureDrive Motors,Quantum Computing,214,3,Expired,13
PT005986,Innovative Telecommunications System 5986,2015,2018,Switzerland,Global Energy Systems,Renewable Energy,9,8,Expired,10
PT005987,Innovative Renewable Energy System 5987,2012,2015,Canada,NextGen Robotics,Biotechnology,23,8,Expired,9
PT005988,Innovative Robotics System 5988,2021,2022,France,Global Energy Systems,Artificial Intelligence,238,2,Pending,1
PT005989,Innovative Telecommunications System 5989,2011,2014,South Korea,TechNova Corp,Renewable Energy,119,8,Expired,1
PT005990,Innovative Semiconductors System 5990,2013,2015,China,InnovateX,Renewable Energy,86,8,Expired,2
PT005991,Innovative Artificial Intelligence System 5991,2010,2011,Japan,InnovateX,Robotics,192,6,Expired,14
PT005992,Innovative Nanotechnology System 5992,2019,2021,India,AI Dynamics,Semiconductors,140,5,Expired,11
PT005993,Innovative Pharmaceuticals System 5993,2012,2015,Canada,GreenFuture Labs,Robotics,58,1,Active,2
PT005994,Innovative Quantum Computing System 5994,2015,2016,Germany,NextGen Robotics,Robotics,49,8,Active,6
PT005995,Innovative Renewable Energy System 5995,2013,2014,Switzerland,AI Dynamics,Quantum Computing,239,1,Pending,14
PT005996,Innovative Artificial Intelligence System 5996,2016,2017,Germany,InnovateX,Renewable Energy,59,8,Active,6
PT005997,Innovative Electric Vehicles System 5997,2011,2015,South Korea,NanoWorks,Renewable Energy,173,6,Active,14
PT005998,Innovative Pharmaceuticals System 5998,2014,2016,South Korea,InnovateX,Pharmaceuticals,244,5,Expired,7
PT005999,Innovative Robotics System 5999,2017,2018,Switzerland,GreenFuture Labs,Telecommunications,94,6,Pending,14
PT006000,Innovative Robotics System 6000,2011,2013,UK,NextGen Robotics,Pharmaceuticals,191,5,Active,14
PT006001,Innovative Renewable Energy System 6001,2016,2020,South Korea,InnovateX,Robotics,115,7,Pending,14
PT006002,Innovative Robotics System 6002,2014,2016,India,InnovateX,Biotechnology,126,5,Pending,8
PT006003,Innovative Pharmaceuticals System 6003,2010,2013,UK,BioHealth Inc,Renewable Energy,75,3,Pending,1
PT006004,Innovative Telecommunications System 6004,2021,2025,Germany,Global Energy Systems,Telecommunications,154,8,Pending,1
PT006005,Innovative Semiconductors System 6005,2022,2025,India,GreenFuture Labs,Nanotechnology,215,7,Active,12
PT006006,Innovative Quantum Computing System 6006,2016,2019,Switzerland,SmartComm Technologies,Semiconductors,17,2,Expired,1
PT006007,Innovative Robotics System 6007,2013,2016,UK,NextGen Robotics,Nanotechnology,154,6,Active,15
PT006008,Innovative Pharmaceuticals System 6008,2012,2013,South Korea,BioHealth Inc,Telecommunications,1,2,Expired,1
PT006009,Innovative Electric Vehicles System 6009,2018,2020,Switzerland,TechNova Corp,Quantum Computing,106,1,Pending,13
PT006010,Innovative Quantum Computing System 6010,2017,2020,UK,Global Energy Systems,Quantum Computing,165,4,Expired,5
PT006011,Innovative Quantum Computing System 6011,2020,2023,India,Global Energy Systems,Nanotechnology,114,8,Expired,3
PT006012,Innovative Renewable Energy System 6012,2021,2024,Switzerland,AI Dynamics,Artificial Intelligence,187,5,Active,7
PT006013,Innovative Pharmaceuticals System 6013,2015,2019,France,NanoWorks,Telecommunications,149,8,Pending,9
PT006014,Innovative Electric Vehicles System 6014,2020,2021,Canada,AI Dynamics,Robotics,232,8,Active,13
PT006015,Innovative Artificial Intelligence System 6015,2020,2022,Canada,GreenFuture Labs,Pharmaceuticals,135,1,Pending,14
PT006016,Innovative Quantum Computing System 6016,2022,2026,Switzerland,Quantum Circuits Ltd,Pharmaceuticals,27,2,Pending,15
PT006017,Innovative Telecommunications System 6017,2017,2019,France,SmartComm Technologies,Biotechnology,165,3,Expired,6
PT006018,Innovative Electric Vehicles System 6018,2015,2017,China,TechNova Corp,Artificial Intelligence,185,3,Pending,13
PT006019,Innovative Semiconductors System 6019,2021,2025,UK,GreenFuture Labs,Quantum Computing,216,8,Expired,8
PT006020,Innovative Semiconductors System 6020,2011,2014,Germany,TechNova Corp,Nanotechnology,183,4,Expired,2
PT006021,Innovative Biotechnology System 6021,2017,2018,South Korea,Quantum Circuits Ltd,Robotics,70,2,Pending,8
PT006022,Innovative Biotechnology System 6022,2015,2018,USA,NextGen Robotics,Robotics,126,6,Pending,1
PT006023,Innovative Renewable Energy System 6023,2022,2024,Canada,FutureDrive Motors,Telecommunications,10,2,Active,8
PT006024,Innovative Artificial Intelligence System 6024,2012,2014,Japan,MedGenome Labs,Electric Vehicles,7,8,Active,9
PT006025,Innovative Electric Vehicles System 6025,2018,2022,Switzerland,TechNova Corp,Quantum Computing,119,8,Pending,4
PT006026,Innovative Biotechnology System 6026,2025,2027,France,FutureDrive Motors,Renewable Energy,114,6,Pending,3
PT006027,Innovative Robotics System 6027,2025,2028,USA,GreenFuture Labs,Artificial Intelligence,4,7,Pending,10
PT006028,Innovative Telecommunications System 6028,2024,2028,USA,TechNova Corp,Nanotechnology,176,8,Active,2
PT006029,Innovative Pharmaceuticals System 6029,2016,2018,France,InnovateX,Biotechnology,139,1,Expired,2
PT006030,Innovative Semiconductors System 6030,2010,2013,India,TechNova Corp,Artificial Intelligence,127,1,Active,2
PT006031,Innovative Renewable Energy System 6031,2010,2012,Germany,MedGenome Labs,Biotechnology,43,7,Pending,14
PT006032,Innovative Pharmaceuticals System 6032,2016,2017,China,MedGenome Labs,Artificial Intelligence,31,2,Pending,15
PT006033,Innovative Nanotechnology System 6033,2012,2016,Japan,Quantum Circuits Ltd,Nanotechnology,28,1,Expired,15
PT006034,Innovative Nanotechnology System 6034,2024,2028,Canada,SmartComm Technologies,Biotechnology,10,2,Expired,10
PT006035,Innovative Biotechnology System 6035,2019,2020,France,NextGen Robotics,Renewable Energy,143,3,Pending,3
PT006036,Innovative Nanotechnology System 6036,2021,2022,France,Quantum Circuits Ltd,Renewable Energy,233,6,Pending,11
PT006037,Innovative Robotics System 6037,2022,2023,India,BioHealth Inc,Biotechnology,16,8,Active,14
PT006038,Innovative Telecommunications System 6038,2014,2017,South Korea,FutureDrive Motors,Robotics,80,6,Active,3
PT006039,Innovative Biotechnology System 6039,2018,2020,Canada,AI Dynamics,Renewable Energy,234,6,Expired,11
PT006040,Innovative Electric Vehicles System 6040,2011,2014,UK,FutureDrive Motors,Pharmaceuticals,0,3,Expired,3
PT006041,Innovative Robotics System 6041,2018,2020,Japan,NextGen Robotics,Pharmaceuticals,45,4,Active,11
PT006042,Innovative Telecommunications System 6042,2024,2027,Canada,SmartComm Technologies,Electric Vehicles,241,2,Pending,4
PT006043,Innovative Renewable Energy System 6043,2014,2015,USA,InnovateX,Biotechnology,176,4,Pending,13
PT006044,Innovative Semiconductors System 6044,2014,2015,China,NanoWorks,Robotics,115,7,Pending,13
PT006045,Innovative Telecommunications System 6045,2024,2027,Canada,BioHealth Inc,Renewable Energy,130,8,Pending,1
PT006046,Innovative Nanotechnology System 6046,2025,2027,USA,TechNova Corp,Telecommunications,156,7,Active,1
PT006047,Innovative Robotics System 6047,2022,2026,India,InnovateX,Renewable Energy,145,7,Active,11
PT006048,Innovative Telecommunications System 6048,2015,2019,Switzerland,FutureDrive Motors,Biotechnology,232,1,Expired,13
PT006049,Innovative Robotics System 6049,2025,2026,South Korea,FutureDrive Motors,Pharmaceuticals,221,5,Expired,11
PT006050,Innovative Robotics System 6050,2018,2021,UK,SmartComm Technologies,Electric Vehicles,183,2,Active,12
PT006051,Innovative Pharmaceuticals System 6051,2024,2025,Japan,Quantum Circuits Ltd,Renewable Energy,119,4,Pending,14
PT006052,Innovative Semiconductors System 6052,2015,2019,Germany,BioHealth Inc,Electric Vehicles,196,7,Expired,6
PT006053,Innovative Renewable Energy System 6053,2018,2021,India,Quantum Circuits Ltd,Nanotechnology,197,5,Expired,12
PT006054,Innovative Telecommunications System 6054,2019,2022,USA,NextGen Robotics,Artificial Intelligence,184,1,Active,11
PT006055,Innovative Semiconductors System 6055,2013,2016,France,InnovateX,Pharmaceuticals,193,5,Expired,15
PT006056,Innovative Semiconductors System 6056,2016,2018,Germany,NextGen Robotics,Telecommunications,202,6,Pending,4
PT006057,Innovative Robotics System 6057,2016,2019,France,NanoWorks,Renewable Energy,33,7,Expired,13
PT006058,Innovative Telecommunications System 6058,2025,2028,Switzerland,AI Dynamics,Renewable Energy,170,1,Active,14
PT006059,Innovative Semiconductors System 6059,2010,2011,Japan,AI Dynamics,Electric Vehicles,163,7,Active,13
PT006060,Innovative Electric Vehicles System 6060,2012,2015,India,TechNova Corp,Biotechnology,234,5,Active,2
PT006061,Innovative Quantum Computing System 6061,2012,2015,China,AI Dynamics,Robotics,214,3,Active,2
PT006062,Innovative Nanotechnology System 6062,2021,2023,South Korea,BioHealth Inc,Quantum Computing,18,2,Expired,9
PT006063,Innovative Pharmaceuticals System 6063,2024,2028,USA,FutureDrive Motors,Biotechnology,96,4,Pending,8
PT006064,Innovative Pharmaceuticals System 6064,2021,2022,India,MedGenome Labs,Nanotechnology,192,3,Active,14
PT006065,Innovative Artificial Intelligence System 6065,2021,2022,Switzerland,NanoWorks,Biotechnology,15,1,Pending,10
PT006066,Innovative Semiconductors System 6066,2018,2021,USA,TechNova Corp,Renewable Energy,117,8,Active,3
PT006067,Innovative Pharmaceuticals System 6067,2010,2014,France,FutureDrive Motors,Telecommunications,37,8,Pending,7
PT006068,Innovative Quantum Computing System 6068,2016,2017,Germany,InnovateX,Semiconductors,239,3,Expired,13
PT006069,Innovative Semiconductors System 6069,2024,2028,China,GreenFuture Labs,Telecommunications,63,2,Pending,1
PT006070,Innovative Semiconductors System 6070,2024,2027,Switzerland,NanoWorks,Electric Vehicles,20,5,Active,5
PT006071,Innovative Telecommunications System 6071,2015,2019,Germany,FutureDrive Motors,Semiconductors,7,7,Pending,13
PT006072,Innovative Biotechnology System 6072,2018,2022,South Korea,NextGen Robotics,Quantum Computing,187,4,Pending,9
PT006073,Innovative Electric Vehicles System 6073,2012,2016,South Korea,MedGenome Labs,Renewable Energy,176,6,Expired,14
PT006074,Innovative Quantum Computing System 6074,2011,2014,South Korea,AI Dynamics,Electric Vehicles,66,4,Pending,13
PT006075,Innovative Pharmaceuticals System 6075,2019,2023,Germany,NanoWorks,Nanotechnology,123,3,Pending,5
PT006076,Innovative Nanotechnology System 6076,2020,2024,Canada,FutureDrive Motors,Quantum Computing,45,3,Expired,6
PT006077,Innovative Artificial Intelligence System 6077,2021,2024,South Korea,BioHealth Inc,Biotechnology,5,1,Active,5
PT006078,Innovative Biotechnology System 6078,2022,2023,India,SmartComm Technologies,Quantum Computing,82,5,Expired,4
PT006079,Innovative Electric Vehicles System 6079,2011,2014,Switzerland,NanoWorks,Robotics,98,3,Pending,7
PT006080,Innovative Semiconductors System 6080,2015,2017,Switzerland,Global Energy Systems,Semiconductors,237,1,Active,12
PT006081,Innovative Pharmaceuticals System 6081,2014,2017,Japan,FutureDrive Motors,Pharmaceuticals,220,3,Pending,6
PT006082,Innovative Electric Vehicles System 6082,2022,2024,India,AI Dynamics,Semiconductors,27,3,Expired,3
PT006083,Innovative Quantum Computing System 6083,2019,2022,India,TechNova Corp,Biotechnology,56,2,Pending,14
PT006084,Innovative Electric Vehicles System 6084,2013,2014,UK,GreenFuture Labs,Electric Vehicles,60,4,Expired,9
PT006085,Innovative Renewable Energy System 6085,2016,2020,South Korea,FutureDrive Motors,Renewable Energy,31,6,Active,6
PT006086,Innovative Telecommunications System 6086,2023,2026,Japan,NanoWorks,Electric Vehicles,226,8,Active,8
PT006087,Innovative Pharmaceuticals System 6087,2012,2014,Switzerland,NextGen Robotics,Pharmaceuticals,229,2,Active,15
PT006088,Innovative Quantum Computing System 6088,2021,2024,Germany,Global Energy Systems,Robotics,40,8,Active,10
PT006089,Innovative Semiconductors System 6089,2023,2026,Japan,GreenFuture Labs,Robotics,21,3,Active,11
PT006090,Innovative Quantum Computing System 6090,2014,2018,India,NanoWorks,Telecommunications,39,8,Expired,6
PT006091,Innovative Semiconductors System 6091,2013,2016,France,AI Dynamics,Electric Vehicles,202,3,Active,12
PT006092,Innovative Artificial Intelligence System 6092,2024,2027,France,InnovateX,Nanotechnology,151,2,Pending,15
PT006093,Innovative Robotics System 6093,2014,2017,Canada,Global Energy Systems,Nanotechnology,220,5,Expired,2
PT006094,Innovative Nanotechnology System 6094,2023,2026,Japan,NextGen Robotics,Biotechnology,196,2,Active,6
PT006095,Innovative Telecommunications System 6095,2022,2025,USA,BioHealth Inc,Robotics,191,3,Active,9
PT006096,Innovative Artificial Intelligence System 6096,2011,2015,Japan,InnovateX,Semiconductors,43,4,Pending,6
PT006097,Innovative Renewable Energy System 6097,2013,2016,Germany,FutureDrive Motors,Biotechnology,109,6,Expired,2
PT006098,Innovative Electric Vehicles System 6098,2016,2017,Japan,FutureDrive Motors,Quantum Computing,244,8,Active,11
PT006099,Innovative Pharmaceuticals System 6099,2019,2022,South Korea,Quantum Circuits Ltd,Semiconductors,7,1,Expired,11
PT006100,Innovative Electric Vehicles System 6100,2019,2022,India,SmartComm Technologies,Telecommunications,31,5,Expired,14
PT006101,Innovative Quantum Computing System 6101,2021,2022,Japan,GreenFuture Labs,Robotics,62,4,Active,15
PT006102,Innovative Semiconductors System 6102,2021,2023,France,NextGen Robotics,Artificial Intelligence,85,8,Pending,6
PT006103,Innovative Robotics System 6103,2024,2028,USA,SmartComm Technologies,Artificial Intelligence,47,6,Active,8
PT006104,Innovative Robotics System 6104,2022,2026,USA,InnovateX,Nanotechnology,164,6,Active,9
PT006105,Innovative Robotics System 6105,2021,2023,China,TechNova Corp,Robotics,131,7,Expired,6
PT006106,Innovative Robotics System 6106,2016,2018,South Korea,SmartComm Technologies,Telecommunications,221,2,Pending,12
PT006107,Innovative Renewable Energy System 6107,2018,2019,South Korea,TechNova Corp,Telecommunications,50,7,Pending,5
PT006108,Innovative Nanotechnology System 6108,2016,2019,France,TechNova Corp,Artificial Intelligence,1,2,Pending,11
PT006109,Innovative Quantum Computing System 6109,2014,2015,India,GreenFuture Labs,Robotics,161,4,Pending,15
